map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
AR0306SR	512	512	63210	2000	37983371.0	39782.0	10726.830224143092	536.558441227	50000	5858.25514	7862.487917800801	5789.337971975239	5927.172308024761	0.008765313059334735
AR0307SR	512	512	45746	2000	40787447.0	40904.0	11728.928295716012	1375.71190361	50000	12865.17046	11718.615575783828	12762.453125856258	12967.88779414374	0.0087653130593347
AR0308SR	512	512	92976	2000	88658730.0	87003.0	24584.51181432682	644.060966544	50000	5879.7566	13114.041109720392	5764.807924200316	5994.7052757996835	0.00876531305933466
AR0309SR	512	512	70757	2000	52774681.0	54607.0	14745.583893578436	670.381817718	50000	7123.28848	8930.951594085553	7045.005893360076	7201.5710666399245	0.008765313059334725
AR0310SR	512	512	77150	2000	15980348.0	35829.0	5317.7888021925055	441.381817718	50000	725.63826	2072.3990674395154	707.4730333900194	743.8034866099805	0.008765313059334657
AR0314SR	512	512	67936	2000	27901566.0	44783.0	8334.54860954755	473.91883092	50000	1888.33636	3936.8541671672256	1853.828600755833	1922.8441192441671	0.0087653130593347
AR0316SR	512	512	63672	2000	28504338.0	40200.0	8398.958025995784	495.676190233	50000	1743.29662	3942.9510452650275	1708.7354197106213	1777.8578202893789	0.008765313059334662
AR0317SR	512	512	71848	2000	26486463.0	40117.0	8004.598906622851	506.119841047	50000	1667.6761	3723.505056887769	1635.0384124983627	1700.313787501637	0.008765313059334704
AR0331SR	512	512	37884	2000	31758070.0	31568.0	8905.157060421505	532.465078839	50000	4847.07676	6330.761960910228	4791.5856495084945	4902.567870491505	0.008765313059334645
AR0400SR	512	512	106416	2000	102748092.0	100808.0	29302.89565235634	1162.90577106	50000	20320.4263	22763.81507154476	20120.89433447311	20519.95826552689	0.008765313059334659
AR0404SR	512	512	50338	2000	37203701.0	36766.0	10736.974213070913	759.602163829	50000	10721.53768	9803.717332407143	10635.605028436225	10807.470331563774	0.008765313059334767
AR0405SR	512	512	79046	2000	60626409.0	60804.0	17510.42538882707	804.116882454	50000	16751.97366	16091.772860836874	16610.92423319506	16893.02308680494	0.008765313059334664
AR0406SR	512	512	64426	2000	51139136.0	52337.0	14685.551365896208	915.928065636	50000	11857.09576	12323.765589141576	11749.074096541319	11965.117423458682	0.008765313059334628
AR0410SR	512	512	55412	2000	15590237.0	21502.0	4549.9472027110105	465.539105243	50000	1524.57892	2704.7246852150465	1500.8711613947796	1548.2866786052202	0.008765313059334671
AR0411SR	512	512	58581	2000	44147057.0	44101.0	12767.26274497348	974.175756957	50000	13276.28888	12290.890170513621	13168.555379877549	13384.022380122451	0.008765313059334656
AR0412SR	512	512	78019	2000	34250943.0	38461.0	9696.561765192224	631.788888605	50000	4528.024	6625.897860910926	4469.94593094994	4586.102069050061	0.008765313059334723
AR0413SR	512	512	20936	2000	18049299.0	19100.0	5097.375168030087	643.031529293	50000	3335.803	3383.2494960069084	3306.147759009663	3365.458240990337	0.008765313059334732
AR0414SR	512	512	66830	2000	55951958.0	58273.0	15703.237414130852	514.026478659	50000	4234.11612	8126.357311725602	4162.886054130711	4305.346185869288	0.008765313059334695
AR0418SR	512	512	59416	2000	2156109.0	18878.0	1933.9462969611513	359.639610307	50000	158.44572	456.0127159780543	154.4486257854149	162.4428142145851	0.008765313059334654
AR0500SR	512	512	74549	2000	66402852.0	70147.0	18987.946377913646	895.928065636	50000	9935.97892	12275.107844748072	9828.383756903688	10043.574083096311	0.008765313059334676
AR0502SR	512	512	72825	2000	31067510.0	41962.0	8939.69715225158	478.884343035	50000	3180.90144	5025.589776653674	3136.850572299839	3224.9523077001613	0.008765313059334666
AR0503SR	512	512	38215	2000	18532152.0	24330.0	5369.2562701200995	484.462986798	50000	2504.7137	3351.4760473338174	2475.3369632342574	2534.090436765742	0.008765313059334657
AR0504SR	512	512	83897	2000	39137475.0	44130.0	11208.000567969015	541.144227665	50000	6155.04992	7030.2708163731495	6093.427395402586	6216.672444597415	0.008765313059334626
AR0505SR	512	512	88729	2000	65512224.0	76844.0	18839.66193580596	653.406204336	50000	7726.78592	10937.529338285212	7630.915051254273	7822.656788745728	0.008765313059334666
AR0506SR	512	512	63877	2000	21064239.0	26225.0	6064.365843946071	424.119841047	50000	3424.71452	4368.2633183750695	3386.425324488834	3463.003715511166	0.008765313059334732
AR0509SR	512	512	72933	2000	46351039.0	52926.0	13118.85544739402	561.813275223	50000	4867.2912	7209.329416219137	4804.099170718969	4930.483229281031	0.008765313059334636
AR0510SR	512	512	75944	2000	41980852.0	51682.0	12165.334597721676	619.05591591	50000	5538.6908	7081.4028449083	5476.620087165116	5600.761512834884	0.008765313059334617
AR0511SR	512	512	76379	2000	37223618.0	46684.0	10845.251735414859	554.913780286	50000	5132.9042	6526.248340927761	5075.699590188805	5190.108809811195	0.008765313059334626
AR0513SR	512	512	84876	2000	53753749.0	62192.0	15554.829003037923	582.724963469	50000	3837.95438	7605.257036509602	3771.2919211782855	3904.6168388217147	0.008765313059334683
AR0516SR	512	512	43884	2000	27365532.0	33430.0	7831.210395669625	597.369624409	50000	4510.52992	5165.1705659876125	4465.255582984258	4555.804257015742	0.008765313059334671
AR0517SR	512	512	68285	2000	3999969.0	32100.0	3623.8264452453777	401.610173055	50000	209.69876	825.18138642026	202.4657868172906	216.9317331827094	0.00876531305933468
AR0526SR	512	512	37884	2000	31448149.0	31805.0	8896.60619730635	520.778787338	50000	4819.99172	6287.162091590406	4764.882776012429	4875.100663987571	0.008765313059334687
AR0600SR	512	512	17665	2000	14290767.0	14695.0	4066.733928403449	613.997041407	50000	2590.55794	3074.8023299527654	2563.6063349823926	2617.5095450176077	0.008765313059334643
AR0601SR	512	512	29544	2000	21835684.0	21775.0	6105.281920684417	725.666088965	50000	3349.89862	4825.702594941186	3307.5998260240967	3392.197413975903	0.008765313059334675
AR0602SR	512	512	66372	2000	59934765.0	59320.0	17055.476695161404	990.241774135	50000	15271.07518	12738.201528114085	15159.420855793185	15382.729504206814	0.008765313059334623
AR0603SR	512	512	57372	2000	47438378.0	49662.0	13810.563029083172	1189.03571337	50000	13009.95334	11631.59573201901	12907.998762029232	13111.907917970768	0.008765313059334683
AR0604SR	512	512	91554	2000	72625124.0	79156.0	20726.50924683546	922.1930009	50000	10813.37288	14502.123720685893	10686.257225562986	10940.488534437016	0.008765313059334668
AR0605SR	512	512	140922	2000	25358721.0	46453.0	7875.674233901485	511.15137034	50000	2079.40556	3941.2575299923105	2044.8592039021573	2113.951916097843	0.008765313059334699
AR0700SR	512	512	131852	2000	88853658.0	97039.0	24878.36609765117	848.376767084	50000	12074.45892	14169.776466329751	11950.256393291826	12198.661446708173	0.00876531305933469
AR0701SR	512	512	88248	2000	43441736.0	60173.0	12657.349226657847	657.009234716	50000	6474.73286	6914.842627318153	6414.122099615524	6535.343620384476	0.008765313059334649
AR0702SR	512	512	67371	2000	32026464.0	44414.0	9232.403577193536	528.085353162	50000	4527.17502	5509.462908747821	4478.882852816032	4575.467187183967	0.008765313059334742
AR0704SR	512	512	67523	2000	53851512.0	56737.0	15404.647109799822	652.511760033	50000	6486.6105	9369.051836468285	6404.487827584221	6568.733172415778	0.00876531305933464
AR0705SR	512	512	68690	2000	62075688.0	62505.0	17810.01970107456	1141.7737367	50000	16479.98412	15054.057320413916	16348.030594773403	16611.937645226597	0.008765313059334614
AR0709SR	512	512	83915	2000	32723031.0	46522.0	9480.103861812893	505.889393669	50000	3647.2051	5697.33468107974	3597.2661779165314	3697.144022083469	0.008765313059334692
AR0711SR	512	512	29290	2000	22581570.0	22567.0	6474.840488210888	767.943217538	50000	5247.4524	5677.834150456866	5197.684406172264	5297.220393827736	0.008765313059334692
