map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
Caldera	512	512	164789	2000	52044570.0	76399.0	15160.911382656883	742.276262021	50000	9124.65758	10076.855177967407	9036.330789711537	9212.984370288461	0.008765313059334657
CatwalkAlley	512	512	225934	2000	169506699.0	167762.0	48600.06099539742	1076.42554032	50000	45295.76374	39082.87252130428	44953.190127092705	45638.3373529073	0.008765313059334593
Cauldron	1024	1024	659679	2000	455595561.0	561334.0	130910.01655998414	1787.51089348	50000	65581.46816	69820.50207782973	64969.469601327895	66193.4667186721	0.008765313059334626
CrashSites	768	768	166000	2000	131362331.0	136379.0	36938.20660986548	1147.43268299	50000	20906.49618	24370.308791845568	20692.882794086814	21120.109565913182	0.008765313059334739
CrescentMoon	512	512	122296	2000	66740401.0	71773.0	18885.478336099928	758.501658765	50000	12052.32026	13309.384514848669	11935.659338100291	12168.98118189971	0.00876531305933463
Crossroads	768	768	389165	2000	156650529.0	209420.0	45830.682090958886	1170.98903218	50000	29864.69726	28620.075280432935	29613.83334038528	30115.56117961472	0.008765313059334652
DarkContinent	512	768	285669	2000	186962245.0	207718.0	53281.496686997205	1067.66608897	50000	34535.87396	32795.55330401782	34248.41066833618	34823.33725166381	0.008765313059334702
Desolation	512	512	148787	2000	60761469.0	93890.0	17891.71139433033	778.862048458	50000	10589.92936	12173.879546899172	10483.221494624797	10696.637225375203	0.008765313059334728
EbonLakes	512	512	173904	2000	114837238.0	129670.0	32618.39693626649	819.71277016	50000	19724.0603	19881.983503615123	19549.788490350285	19898.332109649717	0.008765313059334744
Elderlands	768	768	382975	2000	110872919.0	161422.0	32359.713271958386	1088.35151391	50000	22416.2352	20356.454017943328	22237.804507754776	22594.665892245222	0.008765313059334619
Enigma	768	768	253268	2000	159880324.0	175250.0	45566.68239486781	1347.09458788	50000	41429.41184	30605.486848812383	41161.14516643681	41697.678513563194	0.00876531305933477
Entanglement	512	512	144874	2000	63024636.0	87583.0	18582.72968252716	747.205194209	50000	8776.40416	10086.280393789115	8687.99475474421	8864.81356525579	0.0087653130593346
Eruption	512	512	186835	2000	73809954.0	90473.0	21366.037301719545	774.406204336	50000	16716.6973	13340.76452386117	16599.761322497492	16833.633277502508	0.008765313059334577
Expedition	1024	1024	640043	2000	205428052.0	278878.0	60358.53258492393	1497.60634791	50000	29715.03832	33487.7041361078	29421.50810960864	30008.56853039136	0.00876531305933463
FireWalker	512	384	129881	2000	87240168.0	93856.0	25161.369992012438	1038.50880144	50000	26194.8459	22089.296651377408	26001.226299590166	26388.465500409835	0.00876531305933461
FloodedPlains	768	768	363533	2000	167424152.0	245793.0	48977.93508778442	1229.177849	50000	30458.40788	29136.427612408384	30203.017970546596	30713.7977894534	0.008765313059334676
GhostTown	768	512	307883	2000	182285124.0	261285.0	59588.285772659685	1031.30064864	50000	13693.9785	24636.540335270245	13478.03151126243	13909.925488737568	0.008765313059334643
GladiatorPits	768	512	302092	2000	184823527.0	232661.0	52842.93999895887	1110.0874452	50000	31714.7391	32549.93943905382	31429.428690754306	32000.04950924569	0.008765313059334713
GreenerPastures	768	512	296248	2000	188150891.0	223231.0	52834.85963680636	1116.87424177	50000	18931.41384	30556.16395452637	18663.57949704622	19199.248182953783	0.008765313059334683
Hellfire	768	768	316645	2000	155692208.0	239007.0	44636.96971150914	1235.94025895	50000	26658.31554	26590.09471553297	26425.245035540993	26891.386044459006	0.008765313059334664
HotZone	512	512	181254	2000	66044660.0	83209.0	18850.95070475492	728.63160108	50000	11786.38356	11949.949585560675	11681.638510839293	11891.128609160707	0.008765313059334754
IceFloes	384	384	91123	2000	65016456.0	67086.0	18552.556713833703	670.168614282	50000	14593.32262	14041.60182091261	14470.243584185178	14716.401655814823	0.008765313059334643
IceMountain	512	512	184444	2000	149099951.0	155732.0	43051.1165496657	1387.81745931	50000	41301.52064	40763.57070205031	40944.21518138021	41658.82609861979	0.00876531305933459
Inferno	768	768	325149	2000	321775320.0	322306.0	92557.34859910584	2463.45706961	50000	98421.3424	76630.32446224356	97749.65361625004	99093.03118374995	0.008765313059334619
Isolation	512	512	205820	2000	158760717.0	158300.0	44175.27909833709	828.345237792	50000	19802.9651	25736.53736820402	19577.376292904428	20028.553907095575	0.00876531305933467
JungleSiege	768	768	319373	2000	280741792.0	285236.0	79989.3998090196	1456.40829638	50000	65018.12036	61121.05306033588	64482.37519540995	65553.86552459004	0.008765313059334577
Labyrinth	768	1024	441968	2000	248572378.0	261150.0	70937.32726758374	1710.923015	50000	67091.23264	48860.49513158292	66662.95510393758	67519.51017606242	0.008765313059334671
LakeShore	768	768	415179	2000	377705567.0	394711.0	108481.46369648424	1584.43268299	50000	75180.26224	71625.69052773417	74552.44063943338	75808.08384056661	0.008765313059334758
Legacy	512	512	185819	2000	92213182.0	100530.0	26441.56453859565	823.129075763	50000	21121.53156	21020.23530680482	20937.282616954973	21305.780503045025	0.008765313059334763
Medusa	768	768	353035	2000	210044995.0	233614.0	60233.41542911206	1337.70981157	50000	45699.45262	41486.436170163804	45335.811019252404	46063.09422074759	0.008765313059334713
Nightshade	1024	768	435446	2000	258530815.0	359747.0	75879.01558267242	1456.68542495	50000	39986.26512	42741.673108265095	39611.620974526304	40360.90926547369	0.008765313059334735
NovaStation	512	512	92804	2000	85066095.0	86272.0	24404.891747419075	1091.49660813	50000	24149.16788	21082.889633043575	23964.369752170973	24333.96600782903	0.008765313059334657
Octopus	1024	1024	380448	2000	155271498.0	203119.0	45193.496680551274	1446.39105243	50000	38273.37658	28323.394657842266	38025.11315892092	38521.640001079075	0.008765313059334803
OrbitalGully	512	512	197371	2000	130089794.0	165404.0	38277.67459670703	888.016377391	50000	19277.69746	20914.274325084523	19094.37729813183	19461.01762186817	0.00876531305933464
Predators	512	512	137364	2000	66925966.0	92478.0	19493.757988179474	592.391918986	50000	9713.00656	11185.563635051967	9614.961592993659	9811.05152700634	0.008765313059334744
PrimevalIsles	1024	1024	536279	2000	254147625.0	320526.0	73541.09988923435	1571.71190361	50000	44771.94002	45202.41966192587	44375.7266606238	45168.15337937621	0.008765313059334659
Ramparts	512	512	152027	2000	140174776.0	149446.0	40083.80968047393	1180.07020126	50000	35413.44462	28939.26873982432	35159.782869787225	35667.10637021278	0.008765313059334659
RedCanyons	512	512	174722	2000	65607575.0	78775.0	18825.560325056562	764.388960393	50000	12716.71946	12381.431672529527	12608.192335267517	12825.246584732484	0.00876531305933472
RiverLethe	512	768	229799	2000	200611564.0	196744.0	56247.86253260186	1249.57777721	50000	29397.39898	34161.78824224392	29097.960211390036	29696.837748609967	0.008765313059334643
Rosewood	512	512	138410	2000	84848692.0	94506.0	24020.472483951766	820.778787338	50000	13251.2467	14718.112433795275	13122.237836875298	13380.255563124701	0.008765313059334673
Sanctuary	512	512	161724	2000	110138006.0	111471.0	31565.222807450464	881.325035256	50000	25939.95592	26417.271120853056	25708.400268452402	26171.5115715476	0.008765313059334682
Sandstorm	512	384	75256	2000	43081735.0	44383.0	12260.053472230198	713.529003976	50000	10099.08618	8771.45383224429	10022.201641174877	10175.970718825123	0.008765313059334777
SapphireIsles	768	768	209106	2000	170788800.0	178988.0	47834.882749380704	1652.26616075	50000	21310.59016	25914.999325750163	21083.437077977353	21537.743242022647	0.008765313059334673
ShroudPlatform	512	512	174222	2000	129140131.0	127966.0	36766.05499011568	1009.34732983	50000	28095.74526	25731.46521483469	27870.200911916592	28321.289608083407	0.008765313059334713
Sirocco	768	512	302566	2000	272575535.0	274133.0	77808.3164599032	1269.70266889	50000	58677.79274	59395.12668206596	58157.17586043285	59198.409619567145	0.00876531305933463
SpaceAtoll	512	512	163978	2000	132073822.0	136078.0	38027.61078028804	1103.26406871	50000	32837.98784	28503.475020761452	32588.145958164103	33087.8297218359	0.008765313059334626
SpaceDebris	512	512	142767	2000	102986429.0	116172.0	29733.04542988306	1033.86204846	50000	20400.38844	19714.791628845443	20227.582119473616	20573.19476052638	0.008765313059334756
SpringThaw	1024	512	389699	2000	197806762.0	248844.0	56940.08321178358	1272.08239457	50000	37874.67808	37412.10754920294	37546.74924512173	38202.60691487826	0.008765313059334751
SteppingStones	512	512	154507	2000	116935033.0	135155.0	34428.732247321095	1005.41125497	50000	9575.52172	16368.070744986662	9432.050455742856	9718.992984257146	0.00876531305933464
TaleofTwoCities	768	512	312332	2000	155691272.0	204799.0	45425.60110556055	1025.77878734	50000	20512.17904	26345.01149812284	20281.256766667182	20743.101313332816	0.008765313059334624
TheFrozenSea	1024	1024	754304	2000	434865040.0	561995.0	124913.70607739408	1687.95454429	50000	71560.06094	74484.01301865754	70907.1852479759	72212.9366320241	0.008765313059334763
TheHighway	768	512	295756	2000	251432916.0	253859.0	71772.07038714459	1685.02561211	50000	60200.82566	55461.44940119601	59714.68869327407	60686.96262672594	0.008765313059334718
TheatreofWar	768	768	220816	2000	179302336.0	198997.0	51974.19576151012	1383.76154339	50000	31079.91514	35804.587092797745	30766.076725171413	31393.75355482859	0.008765313059334728
ThinIce	768	512	262717	2000	171191900.0	197112.0	48605.65253670091	1300.94025895	50000	36850.95966	30454.25219697231	36584.018605505604	37117.9007144944	0.008765313059334793
Tribes	768	768	326629	2000	130227546.0	178942.0	37666.949390712165	1015.82756057	50000	15618.15442	20364.293355870082	15439.65501350367	15796.653826496331	0.00876531305933467
Triskelion	512	512	181414	2000	136055749.0	148724.0	38939.52745569404	916.636651714	50000	27793.46128	26799.124068140376	27558.5585678268	28028.3639921732	0.008765313059334624
Turbo	768	768	343756	2000	249555752.0	259569.0	70290.97634840921	1477.71695424	50000	40521.82434	40825.89856634491	40163.97255813734	40879.676121862656	0.008765313059334702
Typhoon	768	512	144348	2000	49324198.0	52803.0	14130.444071408336	760.997041407	50000	14561.5852	11753.263867403852	14458.564162733239	14664.60623726676	0.008765313059334619
ValleyofRe	768	768	242207	2000	228346466.0	229039.0	64886.841021309636	1627.11183182	50000	45568.13426	46448.06309301298	45161.00244599001	45975.26607400999	0.008765313059334732
WarpGates	512	512	141278	2000	81195927.0	91864.0	23160.521699999932	807.447834896	50000	13622.33778	14376.83504861361	13496.320319996486	13748.355240003513	0.00876531305933468
WatersEdge	512	512	135138	2000	64203915.0	73426.0	18715.081470372865	933.094587878	50000	20240.6908	15392.966078100588	20105.76663341373	20375.614966586272	0.008765313059334751
WaypointJunction	512	512	152598	2000	66612017.0	73365.0	19024.529638060114	656.658946291	50000	15103.9452	14170.445918593987	14979.736805333152	15228.153594666848	0.00876531305933471
WheelofWar	768	768	330754	2000	278248576.0	282575.0	78818.77011601395	1210.81536726	50000	49467.99022	53840.46446097066	48996.06169373961	49939.91874626039	0.008765313059334628
WinterConquest	512	512	157285	2000	96833507.0	96658.0	27819.291580838966	900.41125497	50000	25112.5086	22530.885382950357	24915.01833611445	25309.99886388555	0.008765313059334751
