map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
Boston_1_1024	1024	1024	794702	2000	224958710.0	474241.0	71653.49728767588	1422.07438534	50000	22144.90858	34532.96152077523	21842.216361404448	22447.60079859555	0.008765313059334643
Boston_1_256	256	256	48286	2000	15033347.0	29347.0	4751.691463247351	362.671139599	50000	1648.13768	2318.452150423687	1627.8157210884488	1668.4596389115513	0.008765313059334671
Boston_1_512	512	512	196678	2000	56869925.0	119659.0	17918.888678461444	746.76868607	50000	5904.393	8832.1726737531	5826.976241520453	5981.809758479547	0.008765313059334668
Boston_2_1024	1024	1024	790960	2000	225222429.0	345264.0	68037.29903476835	1526.68960903	50000	24313.90214	35660.61313415746	24001.325701991285	24626.47857800871	0.008765313059334704
Boston_2_256	256	256	48617	2000	14496340.0	21274.0	4301.873855554111	388.558441227	50000	1674.86252	2293.1755243982634	1654.762118628645	1694.9629213713547	0.008765313059334697
Boston_2_512	512	512	196653	2000	54112346.0	88961.0	16266.910980025401	769.430590953	50000	6171.32966	8877.564894716585	6093.51502449325	6249.1442955067505	0.008765313059334656
Denver_0_1024	1024	1024	794898	2000	205083853.0	312548.0	60116.42878892672	1463.35865659	50000	20593.48276	33187.826977735414	20302.581066781117	20884.38445321888	0.008765313059334631
Denver_0_256	256	256	48202	2000	14394377.0	24774.0	4455.26255993603	382.3574311	50000	1543.85114	2304.8211746729294	1523.6486608582084	1564.0536191417916	0.008765313059334638
Denver_0_512	512	512	196579	2000	53411136.0	79243.0	15776.238607107083	742.205194209	50000	5515.23496	8528.982199694978	5440.47576094218	5589.994159057819	0.008765313059334676
Denver_1_1024	1024	1024	793377	2000	229068531.0	401227.0	68001.81027795517	1507.8023074	50000	18900.5593	34664.43986817735	18596.714632528943	19204.40396747106	0.008765313059334708
Denver_1_256	256	256	48145	2000	15357309.0	22725.0	4501.891424071637	376.730014102	50000	1490.28876	2414.298598404444	1469.126676966272	1511.4508430337278	0.008765313059334673
Denver_1_512	512	512	196444	2000	57093017.0	98035.0	16945.705082318877	781.0285707	50000	4965.49554	8805.57753785066	4888.311896212494	5042.679183787506	0.008765313059334656
Denver_2_1024	1024	1024	795258	2000	187703412.0	307856.0	55311.37008834227	1458.6845584	50000	19954.7618	31025.68282136109	19682.811977191148	20226.711622808853	0.00876531305933469
Denver_2_256	256	256	48149	2000	12439377.0	18742.0	3655.2640950371497	374.984848098	50000	1461.6495	2050.1085994282716	1443.679656320377	1479.619343679623	0.008765313059334678
Denver_2_512	512	512	196645	2000	49032899.0	72381.0	14255.452737968364	743.312841947	50000	5416.14126	8078.076279109131	5345.334392496424	5486.948127503577	0.008765313059334628
London_0_1024	1024	1024	795813	2000	572908658.0	675285.0	167065.23984910734	1817.89776183	50000	47669.35324	83405.8714114913	46938.27466609166	48400.43181390833	0.008765313059334714
London_0_256	256	256	47929	2000	35214735.0	40055.0	10079.21768662845	438.570634536	50000	2967.37408	5017.72210735351	2923.392174884302	3011.355985115698	0.008765313059334635
London_0_512	512	512	196550	2000	139947734.0	158718.0	40490.89869504394	878.11183182	50000	11504.24124	20015.94374148277	11328.795226927872	11679.687253072127	0.008765313059334683
London_1_1024	1024	1024	796301	2000	343058942.0	535712.0	103445.5082715589	1523.3708499	50000	39000.37218	53723.57051382886	38529.46826578105	39471.27609421895	0.008765313059334656
London_1_256	256	256	47754	2000	22346033.0	34124.0	6557.117713159323	381.931024229	50000	2694.47836	3570.707264088126	2663.179992987027	2725.776727012973	0.008765313059334694
London_1_512	512	512	196527	2000	84274389.0	129762.0	25455.577950906354	744.896536344	50000	9755.6405	13331.052852859739	9638.789648334146	9872.491351665853	0.008765313059334735
London_2_1024	1024	1024	797270	2000	359317146.0	484556.0	108061.70958492962	1558.99617486	50000	36098.86366	50808.26482947386	35653.51331276808	36544.21400723192	0.008765313059334652
London_2_256	256	256	47491	2000	23724863.0	29023.0	6859.424961781254	396.658946291	50000	3161.22888	3682.3443542143023	3128.9519789430383	3193.505781056962	0.008765313059334647
London_2_512	512	512	196522	2000	91768428.0	118240.0	27293.594953838605	769.063058585	50000	10431.80602	13650.67375512695	10312.15359106547	10551.45844893453	0.008765313059334626
Milan_0_1024	1024	1024	795821	2000	329829056.0	632710.0	110447.19737626762	1615.18708371	50000	29236.18398	48400.680294626975	28811.936864932824	29660.43109506718	0.008765313059334694
Milan_0_256	256	256	47331	2000	15763997.0	21867.0	4691.183615304111	361.529003976	50000	1776.3439	2459.8008177722013	1754.7829757686193	1797.9048242313809	0.008765313059334678
Milan_0_512	512	512	196494	2000	83367725.0	161884.0	27966.15751347678	796.401153702	50000	7543.13928	12188.897973495434	7436.299773414023	7649.978786585978	0.008765313059334692
Milan_1_1024	1024	1024	795765	2000	364415030.0	542003.0	105624.1388589075	1554.81450071	50000	30956.98518	54304.291801963875	30480.991061890323	31432.979298109676	0.008765313059334704
Milan_1_256	256	256	47798	2000	23655735.0	34041.0	7011.031224787388	373.05591591	50000	1965.48672	3441.5317107450337	1935.3206171516922	1995.652822848308	0.00876531305933469
Milan_1_512	512	512	196627	2000	88837044.0	134186.0	26059.672269073453	744.116882454	50000	7739.12734	13369.099982948908	7621.942993327907	7856.311686672093	0.008765313059334668
Milan_2_1024	1024	1024	796283	2000	350696804.0	504756.0	102660.98419110054	1546.02056147	50000	35054.86802	53571.38905656453	34585.2980238958	35524.438016104206	0.008765313059334692
Milan_2_256	256	256	47879	2000	20525717.0	31175.0	6100.963306763756	404.457936164	50000	2332.77236	3280.432962384696	2304.0183381145375	2361.5263818854623	0.008765313059334643
Milan_2_512	512	512	196725	2000	85870654.0	122524.0	25975.047022557457	797.401153702	50000	8961.5745	13418.856249840734	8843.954024071936	9079.194975928065	0.008765313059334732
Moscow_0_1024	1024	1024	795559	2000	255728179.0	384384.0	75065.26355406	1473.72618896	50000	31654.48302	41348.16364116056	31292.053421256627	32016.912618743372	0.00876531305933469
Moscow_0_256	256	256	48101	2000	16016893.0	24526.0	4755.32323666202	355.144227665	50000	2112.67792	2599.7762856493005	2089.8900669720497	2135.4657730279505	0.008765313059334675
Moscow_0_512	512	512	196560	2000	64387593.0	96482.0	18960.199027860646	716.555482634	50000	7986.83972	10252.07814448321	7896.977045554841	8076.7023944451585	0.008765313059334697
Moscow_1_1024	1024	1024	796072	2000	420419192.0	593778.0	124883.92490474018	1550.13621844	50000	39139.1137	59834.921649063544	38614.6418798652	39663.5855201348	0.00876531305933462
Moscow_1_256	256	256	47899	2000	33248346.0	40336.0	9560.47134795513	497.286363288	50000	3104.96342	4729.55185825485	3063.507417332038	3146.419422667962	0.008765313059334695
Moscow_1_512	512	512	196669	2000	102339903.0	148317.0	31015.058030562315	748.531096017	50000	10109.90264	15084.037784516486	9977.68632661988	10242.11895338012	0.008765313059334704
Moscow_2_1024	1024	1024	795697	2000	386530267.0	698425.0	137141.8146348942	1672.79011409	50000	34352.42178	53825.50576169519	33880.62437142171	34824.21918857828	0.008765313059334744
Moscow_2_256	256	256	47864	2000	23279357.0	42169.0	8270.887218741273	435.97265479	50000	2410.87998	3378.143351856934	2381.269495961664	2440.4904640383365	0.00876531305933473
Moscow_2_512	512	512	196575	2000	101717366.0	176613.0	35779.73258355226	881.300648638	50000	8910.98906	13727.461395976328	8790.663563354336	9031.314556645664	0.008765313059334704
NewYork_0_1024	1024	1024	792676	2000	216332105.0	298616.0	62010.37705138345	1490.18708371	50000	28777.56612	36545.768926404984	28457.231014365956	29097.901225634043	0.008765313059334633
NewYork_0_256	256	256	48299	2000	14214486.0	19370.0	4048.5308988509646	363.215295477	50000	2006.12698	2400.248076057156	1985.0880541932934	2027.1659058067066	0.008765313059334638
NewYork_0_512	512	512	196644	2000	54062351.0	86262.0	15423.41924771222	763.37171645	50000	7404.76422	9254.228866715355	7323.648006860508	7485.880433139492	0.00876531305933469
NewYork_1_1024	1024	1024	796150	2000	276787880.0	577734.0	86040.39404643844	1482.36370722	50000	38435.75156	44186.44006012249	38048.443579895495	38823.0595401045	0.008765313059334716
NewYork_1_256	256	256	47757	2000	16337118.0	23812.0	4796.018511694779	377.943217538	50000	2528.54778	2665.7028194074956	2505.182060264742	2551.9134997352576	0.008765313059334643
NewYork_1_512	512	512	196500	2000	65322674.0	93226.0	19128.251899518444	743.472221514	50000	9531.13422	10539.773413541916	9438.749806455853	9623.518633544147	0.008765313059334623
NewYork_2_1024	1024	1024	792593	2000	206053711.0	428834.0	63808.88308747944	1457.44696834	50000	29690.33112	37829.04050386105	29358.747737249407	30021.91450275059	0.008765313059334636
NewYork_2_256	256	256	48223	2000	13122768.0	24034.0	3969.0431304716253	365.345237792	50000	2011.74936	2435.599488565308	1990.4005679955696	2033.0981520044304	0.008765313059334687
NewYork_2_512	512	512	196508	2000	51276511.0	97145.0	15422.558909085734	749.401153702	50000	7699.61696	9579.289700371337	7615.651486890185	7783.582433109816	0.008765313059334706
Paris_0_1024	1024	1024	795749	2000	238916282.0	320337.0	68757.18148169047	1552.64797847	50000	32022.91648	39578.18750158153	31676.00127622759	32369.83168377241	0.008765313059334671
Paris_0_256	256	256	47915	2000	17418263.0	31456.0	5114.309774466908	412.61731573	50000	2541.75456	2906.7850701417888	2516.2756788640067	2567.233441135993	0.008765313059334753
Paris_0_512	512	512	196567	2000	59406066.0	85201.0	17371.97565586341	762.63160108	50000	8323.70052	9927.193505324238	8236.68556112524	8410.715478874761	0.00876531305933467
Paris_1_1024	1024	1024	800729	2000	325203914.0	516097.0	100891.95240289065	1477.20432766	50000	37555.42622	47688.50771337845	37137.42152055974	37973.43091944026	0.00876531305933467
Paris_1_256	256	256	47240	2000	35884690.0	42402.0	10618.253829042467	458.75440072	50000	3488.78212	4998.35222131137	3444.9699979993848	3532.594242000615	0.008765313059334687
Paris_1_512	512	512	196672	2000	79865788.0	132617.0	24696.190742435643	767.602163829	50000	9885.06334	12000.532189829251	9779.874918477524	9990.251761522477	0.008765313059334664
Paris_2_1024	1024	1024	798264	2000	522089173.0	596659.0	145874.13079662382	1701.44906039	50000	54157.90948	78540.6256907522	53469.47630794453	54846.34265205547	0.008765313059334706
Paris_2_256	256	256	47943	2000	32187814.0	38995.0	8935.295733345989	440.671139599	50000	3509.60356	4822.302550300564	3467.334568479788	3551.8725515202123	0.008765313059334633
Paris_2_512	512	512	196965	2000	131011849.0	159093.0	36568.25718068609	874.739248818	50000	14007.23242	20011.51201009461	13831.825252440885	14182.639587559115	0.008765313059334671
Shanghai_0_1024	1024	1024	789333	2000	222732226.0	325079.0	65254.7613083998	1435.12820921	50000	23964.2966	37730.69350154259	23633.575259513174	24295.01794048683	0.008765313059334725
Shanghai_0_256	256	256	48708	2000	19659230.0	34528.0	6337.109235903623	377.256926037	50000	1854.76278	3027.3270229472523	1828.2273109108837	1881.2982490891163	0.008765313059334671
Shanghai_0_512	512	512	196553	2000	55391325.0	77494.0	16157.722502153381	755.141269072	50000	6155.72598	9472.868302167673	6072.693323761652	6238.758636238348	0.008765313059334692
Shanghai_1_1024	1024	1024	794054	2000	198020387.0	302361.0	58800.4646955367	1475.7434329	50000	25911.2379	33979.27483889942	25613.39891850787	26209.07688149213	0.008765313059334708
Shanghai_1_256	256	256	48005	2000	13609807.0	22506.0	4058.8846023492406	370.801081914	50000	1982.81044	2407.1064681619314	1961.7113982394112	2003.9094817605887	0.008765313059334683
Shanghai_1_512	512	512	196395	2000	49437582.0	82899.0	14715.117826382464	729.643794389	50000	6722.21422	8612.283532976013	6646.724858677712	6797.703581322287	0.008765313059334668
Shanghai_2_1024	1024	1024	793886	2000	200034110.0	312029.0	58601.417871242455	1460.03989746	50000	22801.07178	33330.7172615098	22508.917608710693	23093.225951289303	0.008765313059334716
Shanghai_2_256	256	256	48435	2000	13660838.0	18917.0	3927.719060146614	376.872149726	50000	1673.13564	2274.9896089788604	1653.1946438705668	1693.0766361294332	0.008765313059334718
Shanghai_2_512	512	512	196567	2000	50109471.0	87408.0	14665.512822180468	732.040764009	50000	5981.0264	8477.292716162574	5906.720275447217	6055.332524552782	0.008765313059334662
Sydney_0_1024	1024	1024	793424	2000	210107164.0	350187.0	62109.3140019939	1424.25815153	50000	22751.24266	33703.70901530299	22455.81909922015	23046.66622077985	0.00876531305933467
Sydney_0_256	256	256	48346	2000	13269674.0	23815.0	3936.3758588873343	357.587878479	50000	1591.69942	2186.30411799266	1572.5357799628816	1610.8630600371182	0.008765313059334695
Sydney_0_512	512	512	196685	2000	53451828.0	84240.0	15703.316907061513	740.584919886	50000	5941.6124	8565.908822088071	5866.529527536682	6016.695272463318	0.008765313059334642
Sydney_1_1024	1024	1024	792776	2000	179473539.0	294382.0	53604.65038844456	1438.9982669	50000	17608.01798	28423.26904333308	17358.87912866549	17857.156831334512	0.008765313059334725
Sydney_1_256	256	256	48330	2000	12002952.0	20001.0	3509.953372827622	369.671139599	50000	1326.0617	1909.549563644031	1309.3239002723442	1342.7994997276558	0.008765313059334638
Sydney_1_512	512	512	196590	2000	45457996.0	72794.0	13542.865969616474	729.898628385	50000	4633.10322	7236.809082334951	4569.670322842698	4696.536117157302	0.008765313059334664
Sydney_2_1024	1024	1024	792429	2000	282056465.0	405454.0	81146.45522748632	1479.15050379	50000	31686.67508	46409.817635898406	31279.87849939472	32093.471660605283	0.008765313059334688
Sydney_2_256	256	256	48309	2000	19906430.0	27676.0	5786.2895444987025	374.558441227	50000	2113.50608	3081.457241845655	2086.496142596269	2140.5160174037314	0.00876531305933474
Sydney_2_512	512	512	196634	2000	97388277.0	173146.0	31486.516360409223	787.950360213	50000	8855.23228	14368.611844369867	8729.286898956034	8981.177661043967	0.008765313059334692
