map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
maze512-32-5	512	512	253856	2000	249019195.0	246464.0	72088.83034306005	2516.43982567	50000	93476.40654	70717.49524843499	92856.54555537546	94096.26752462453	0.008765313059334576
maze512-32-6	512	512	253808	2000	233852890.0	232998.0	67773.49579721394	2443.94444303	50000	92684.21244	69515.91751754464	92074.88366035184	93293.54121964816	0.008765313059334586
maze512-32-7	512	512	253808	2000	233596298.0	231093.0	67638.14842715462	1940.50375081	50000	82196.44246	60760.03974296041	81663.86169015535	82729.02322984466	0.008765313059334576
maze512-32-8	512	512	253824	2000	249563336.0	247609.0	72255.27384978744	2771.24595822	50000	99151.27236	73777.28071556921	98504.59139786163	99797.95332213838	0.008765313059334588
maze512-32-9	512	512	253792	2000	249413174.0	248070.0	72283.71942220068	3302.57691066	50000	102765.03638	74675.3461950396	102110.48359278629	103419.58916721372	0.008765313059334657
maze512-4-0	512	512	209263	2000	210559137.0	209019.0	60929.99811488843	4767.37503398	50000	87446.43398	58438.89138993176	86934.19880212679	87958.66915787321	0.008765313059334713
maze512-4-1	512	512	209281	2000	209197737.0	207637.0	60418.80441564702	3203.40028715	50000	74804.41664	49674.34519835819	74369.00545331892	75239.82782668107	0.008765313059334737
maze512-4-2	512	512	209263	2000	210734348.0	209144.0	60945.216075666875	5630.89184465	50000	87070.04408	57716.28003007831	86564.14281691614	87575.94534308388	0.0087653130593348
maze512-4-3	512	512	209275	2000	209190092.0	207801.0	60567.61922004104	4013.21356237	50000	80853.96668	56503.47867674529	80358.69600045688	81349.23735954311	0.008765313059334695
maze512-4-4	512	512	209269	2000	207420033.0	205590.0	60112.1835493956	3891.61558263	50000	85073.21838	56749.60253193506	84575.79034781478	85570.64641218523	0.008765313059334763
maze512-4-5	512	512	209275	2000	209890651.0	209106.0	60904.27691882196	5054.65425459	50000	85411.016	56709.861139027525	84913.93631356503	85908.09568643497	0.008765313059334581
maze512-4-6	512	512	209266	2000	210289773.0	208980.0	60824.23340489889	6489.47467249	50000	91864.57396	61394.76053394793	91326.42966371705	92402.71825628294	0.00876531305933479
maze512-4-7	512	512	209263	2000	210447767.0	208715.0	60847.66743843948	4431.40952187	50000	83514.31764	57748.465045267694	83008.13426518218	84020.50101481781	0.00876531305933469
maze512-4-8	512	512	209263	2000	209494566.0	208920.0	60803.78766032517	5473.66139727	50000	89687.89948	59849.29876344798	89163.30163995671	90212.49732004327	0.008765313059334782
maze512-4-9	512	512	209257	2000	208135400.0	207013.0	60271.23969372954	4024.49783362	50000	78649.68848	55054.8601776286	78167.11539510518	79132.26156489481	0.008765313059334721
maze512-8-0	512	512	232931	2000	236230550.0	232464.0	68148.76882669544	2776.2215716	50000	82501.77864	60256.69354550645	81973.60985715325	83029.94742284676	0.00876531305933467
maze512-8-1	512	512	232925	2000	233298688.0	232156.0	67619.11359815112	4802.68874248	50000	97601.05952	66567.02325937984	97017.57872170352	98184.54031829647	0.008765313059334572
maze512-8-2	512	512	232926	2000	230658994.0	230155.0	66976.76833552057	4826.69588515	50000	102606.11138	67132.26215835106	102017.67608580073	103194.54667419927	0.00876531305933461
maze512-8-3	512	512	232925	2000	232476272.0	231778.0	67332.48400018748	4760.43390848	50000	98079.45326	66352.38673925132	97497.85381799641	98661.05270200358	0.008765313059334695
maze512-8-4	512	512	232931	2000	234033169.0	232232.0	67731.03759867304	5643.16601463	50000	101276.17366	68074.77017764644	100679.47698795066	101872.87033204934	0.008765313059334756
maze512-8-5	512	512	232932	2000	233797586.0	232442.0	67600.25137207813	4837.15677991	50000	100131.22516	65107.99735148381	99560.5331805479	100701.9171394521	0.008765313059334768
maze512-8-6	512	512	232929	2000	232756348.0	231920.0	67497.55743501185	3998.95576978	50000	92753.67564	63841.62247073919	92194.08383282811	93313.2674471719	0.008765313059334789
maze512-8-7	512	512	232926	2000	233793114.0	232282.0	67633.84776239446	4879.13953597	50000	100040.06562	66773.21282918738	99454.77750557459	100625.3537344254	0.008765313059334619
maze512-8-8	512	512	232928	2000	232704057.0	231545.0	67489.46698239428	3676.96377901	50000	93676.77104	65894.75470683367	93099.18288602654	94254.35919397348	0.00876531305933475
maze512-8-9	512	512	232929	2000	234584841.0	232455.0	67853.19015529542	3998.06132548	50000	93003.26614	63171.60737267202	92449.54722491716	93556.98505508286	0.008765313059334742
