map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
random512-20-7	512	512	209326	2000	63246067.0	79637.0	18044.598475316037	789.075251894	50000	11820.36626	10993.53941647337	11724.004445384477	11916.728074615525	0.008765313059334631
random512-20-8	512	512	209235	2000	64256526.0	78668.0	18374.689628503416	778.790980646	50000	11788.44632	10927.165847003442	11692.666290499745	11884.226349500253	0.008765313059334609
random512-20-9	512	512	209226	2000	62088699.0	77783.0	17834.242901041518	781.903679019	50000	11682.38236	10713.688191404528	11588.473528982242	11776.291191017757	0.008765313059334657
random512-25-0	512	512	195313	2000	73489124.0	88675.0	20926.503507278896	777.808224589	50000	14920.86812	13173.892263112208	14805.394830103874	15036.341409896124	0.008765313059334616
random512-25-1	512	512	195352	2000	73792407.0	113121.0	21239.75503505367	793.979797464	50000	14825.56986	13084.994938831256	14710.875782981333	14940.263937018666	0.008765313059334739
random512-25-2	512	512	195386	2000	73044039.0	92095.0	20740.688932051406	814.707719526	50000	14866.40908	13063.045188411987	14751.907399415333	14980.910760584666	0.00876531305933465
random512-25-3	512	512	195275	2000	72082167.0	87426.0	20506.055815234868	802.49451609	50000	14874.98896	13065.27051072415	14760.46777376861	14989.51014623139	0.008765313059334624
random512-25-4	512	512	195272	2000	72515607.0	85694.0	20803.377966688193	787.080302528	50000	14917.33166	13146.871100601149	14802.095219052511	15032.568100947488	0.008765313059334647
random512-25-5	512	512	195352	2000	73948958.0	90402.0	20935.9870995986	814.465078839	50000	14842.264	13097.164642947115	14727.463251714918	14957.06474828508	0.00876531305933468
random512-25-6	512	512	195290	2000	73020635.0	86306.0	20861.287506807766	845.678282274	50000	14941.79282	13167.240001072982	14826.377839263201	15057.2078007368	0.008765313059334711
random512-25-7	512	512	195399	2000	73500820.0	85869.0	21185.68067544444	813.050865276	50000	15013.25674	13284.162931681642	14896.816893172601	15129.6965868274	0.008765313059334727
random512-25-8	512	512	195144	2000	73601086.0	93285.0	21070.849018351182	801.050865276	50000	14994.22496	13188.712431405615	14878.62176668919	15109.82815331081	0.008765313059334714
random512-25-9	512	512	195366	2000	72888384.0	91743.0	20776.659309261824	813.364573775	50000	14887.33274	13102.195274546326	14772.487896654065	15002.177583345934	0.008765313059334704
random512-30-0	512	512	180136	2000	84299007.0	102849.0	24122.983009010055	854.582827845	50000	18361.20212	15660.706556244118	18223.93112430415	18498.473115695855	0.008765313059334586
random512-30-1	512	512	180026	2000	84931135.0	91162.0	24103.89752258841	855.269119346	50000	18314.42634	15626.426205218333	18177.455822312673	18451.39685768733	0.008765313059334591
random512-30-2	512	512	180286	2000	84260303.0	99552.0	24246.657559167776	865.168614282	50000	18320.84928	15521.13696518923	18184.801655463303	18456.896904536694	0.008765313059334678
random512-30-3	512	512	180215	2000	84145817.0	92265.0	23759.604089928092	843.298556597	50000	18276.08198	15451.017056483346	18140.648978414803	18411.514981585195	0.008765313059334631
random512-30-4	512	512	180132	2000	81910017.0	103732.0	23476.865358697865	857.381817718	50000	18131.67708	15383.471831876011	17996.83613345415	18266.51802654585	0.008765313059334673
random512-30-5	512	512	180346	2000	84129443.0	95177.0	24107.68355076733	842.984848098	50000	18189.84168	15580.11595851375	18053.277086122893	18326.40627387711	0.008765313059334636
random512-30-6	512	512	180141	2000	83780383.0	92500.0	23868.501036676513	845.026478659	50000	18411.21444	15660.61393538885	18273.944256154937	18548.484623845063	0.008765313059334708
random512-30-7	512	512	180377	2000	86864605.0	110964.0	24853.021387489163	871.440692221	50000	18134.9848	15639.395447165116	17997.90060284686	18272.068997153136	0.008765313059334775
random512-30-8	512	512	180359	2000	85302469.0	103829.0	24327.617527976505	859.340187158	50000	18297.72294	15713.027247000427	18159.993337070184	18435.452542929816	0.008765313059334768
random512-30-9	512	512	180074	2000	82650704.0	100709.0	23623.917066166145	827.75440072	50000	17925.2056	15362.476893470293	17790.548680661937	18059.862519338065	0.008765313059334767
random512-35-0	512	512	161541	2000	97994748.0	118561.0	28120.995974433838	952.558441227	50000	22591.23972	18782.659388642875	22426.603830371696	22755.875609628307	0.008765313059334623
random512-35-1	512	512	161137	2000	97411460.0	119348.0	28010.036527878718	948.185858225	50000	22140.9283	18230.616790723212	21981.131236564546	22300.725363435453	0.008765313059334737
random512-35-2	512	512	162108	2000	94682548.0	107743.0	27180.45062015941	944.173664916	50000	22429.66554	18529.954324163795	22267.244689373532	22592.08639062647	0.008765313059334758
random512-35-3	512	512	160743	2000	98750512.0	123625.0	28493.677269535852	975.428498912	50000	22544.6896	18945.781005700766	22378.623898331436	22710.755301668567	0.008765313059334765
random512-35-4	512	512	161639	2000	102831710.0	119489.0	29034.7931536282	948.658946291	50000	22553.5315	18948.168018854165	22387.444875413872	22719.61812458613	0.008765313059334614
random512-35-5	512	512	161426	2000	96323335.0	119729.0	27590.48491880749	961.386868352	50000	22442.00958	18571.34731848307	22279.225906819862	22604.79325318014	0.008765313059334688
random512-35-6	512	512	161276	2000	95425849.0	113912.0	27212.640698061623	919.801081914	50000	21801.68606	18056.387601463968	21643.416169952478	21959.955950047522	0.008765313059334767
random512-35-7	512	512	161060	2000	98023140.0	118718.0	28023.973738196015	923.587878479	50000	22618.16934	18668.938022967024	22454.530253743378	22781.808426256623	0.00876531305933466
random512-35-8	512	512	161131	2000	97116081.0	117957.0	27782.37622750905	932.487373415	50000	22224.7198	18462.576459621447	22062.889537449515	22386.550062550483	0.008765313059334624
random512-35-9	512	512	161068	2000	98992808.0	121165.0	28551.17901801577	943.771644663	50000	22264.31772	18520.575094786174	22101.979081255282	22426.656358744716	0.008765313059334642
random512-40-0	512	512	104950	2000	100978819.0	101174.0	28794.99170869493	1334.18585823	50000	26539.21982	20301.598976671252	26361.269949364407	26717.16969063559	0.008765313059334657
random512-40-1	512	512	108676	2000	98051257.0	105701.0	28111.32892526584	1363.21529548	50000	25539.95468	19430.29034876901	25369.64210225927	25710.26725774073	0.008765313059334673
random512-40-2	512	512	53642	2000	52282240.0	52072.0	15043.120261056214	1235.65894629	50000	15641.7821	12371.163420175953	15533.34497971397	15750.219220286031	0.008765313059334628
random512-40-3	512	512	108128	2000	106787285.0	107328.0	30470.474274200158	1456.57063454	50000	27620.71002	20563.79618742735	27440.461908728845	27800.958131271153	0.008765313059334692
random512-40-4	512	512	101610	2000	98873404.0	98679.0	28553.601079832224	1834.49451609	50000	33217.55604	25510.861115443742	32993.94535590993	33441.16672409008	0.008765313059334812
random512-40-5	512	512	104350	2000	104319399.0	103336.0	30244.381167833468	2202.99199077	50000	38849.6676	29273.266438221588	38593.078255399676	39106.256944600325	0.008765313059334591
random512-40-6	512	512	112047	2000	107329397.0	105576.0	30667.093110035676	1667.06810922	50000	34578.43998	24298.85636319038	34365.452896992836	34791.42706300717	0.00876531305933454
random512-40-7	512	512	85011	2000	85880916.0	83676.0	24397.131760992645	1494.74220741	50000	22997.09544	16327.884782035033	22853.976418288716	23140.214461711286	0.008765313059334782
random512-40-8	512	512	114456	2000	98308811.0	98142.0	28384.40482553879	1447.52900398	50000	33173.94014	24592.651336719202	32958.37785207459	33389.50242792541	0.008765313059334623
random512-40-9	512	512	70779	2000	67540881.0	66239.0	19348.118125349032	1271.11479041	50000	20118.57562	15083.246415495625	19986.366243217093	20250.784996782906	0.008765313059334659
