map	width	height	cells	scen-count	cost-sum	cost-max	cost-std	max-dist	gen-count	gen-mean	gen-std	gen-95-interval-min	gen-95-interval-max	gen-interval-percent
AR0046SR	80	80	2761	2000	846628.0	1541.0	285.4921949966408	101.752308679	50000	61.97298	111.83648013917283	60.99269824012608	62.95326175987392	0.008765313059334706
AR0069SR	100	112	3163	2000	1379734.0	1974.0	400.7516928361002	96.9116882454	50000	191.96246	246.15947012200934	189.80479518186064	194.12012481813935	0.008765313059334675
AR0070SR	124	134	4606	2000	3847067.0	3906.0	1123.823674727379	284.57568517	50000	1344.82694	1223.5625143122998	1334.102031514386	1355.5518484856138	0.008765313059334636
AR0071SR	140	150	5201	2000	4325432.0	4546.0	1249.6249106607952	214.492424049	50000	1092.83698	1043.2439705286963	1083.6926200010528	1101.9813399989473	0.008765313059334603
AR0072SR	160	160	5765	2000	4520208.0	4688.0	1311.2198054422454	254.852813742	50000	1028.6563	1255.505271104152	1017.6514032511274	1039.661196748873	0.008765313059334761
AR0082SR	52	54	175	2000	25621.0	113.0	17.967793124087333	26.1421356237	7656	14.541013584117032	12.990587791838133	14.250006007883869	14.832021160350195	0.02240141715650468
AR0201SR	140	166	1557	2000	1139853.0	1237.0	336.2429822282541	182.450793489	50000	220.28608	261.95567311710124	217.98995651745986	222.58220348254014	0.008765313059334699
AR0202SR	244	208	9764	2000	8896489.0	8936.0	2569.1745722546275	609.139177031	50000	3253.1044	2749.50646854679	3229.0041150445218	3277.2046849554786	0.008765313059334695
AR0203SR	76	75	2037	2000	784448.0	965.0	228.41133252095878	82.9116882454	50000	66.13216	114.38051798157937	65.12957895200259	67.13474104799741	0.00876531305933474
AR0204SR	260	294	15899	2000	13477846.0	13250.0	3868.3629889232216	465.629509039	50000	3076.41676	3538.9232367700633	3045.3969899367567	3107.4365300632435	0.00876531305933463
AR0205SR	212	214	11540	2000	8487885.0	8542.0	2432.94904882814	317.717820794	50000	1579.0489	1791.4017788058575	1563.3467025937177	1594.7510974062823	0.00876531305933463
AR0206SR	104	128	2757	2000	1583416.0	1876.0	456.4479354055619	106.367532368	50000	187.47234	268.80766930079284	185.11615662582844	189.82852337417157	0.008765313059334706
AR0300SR	320	320	26950	2000	20146949.0	23203.0	5897.096754620001	486.529003976	50000	3946.12806	4073.6768438918466	3910.4210071607254	3981.8351128392746	0.008765313059334718
AR0301SR	92	86	1999	2000	1309298.0	1533.0	399.1540702523275	108.811183182	50000	193.64568	225.68482549196258	191.66748185182163	195.62387814817836	0.008765313059334666
AR0302SR	80	86	1819	2000	886301.0	1222.0	275.3940664752057	87.4974746831	50000	151.2735	164.36637483910752	149.8327772681073	152.71422273189273	0.008765313059334628
AR0303SR	80	86	1932	2000	945920.0	1336.0	292.6236600140187	85.4974746831	50000	136.03398	154.56271719065887	134.67918939652247	137.38877060347755	0.008765313059334708
AR0304SR	80	86	1734	2000	919241.0	1044.0	281.1475955432484	86.4974746831	50000	192.2931	186.47650917043146	190.6585750189093	193.92762498109073	0.00876531305933465
AR0305SR	104	91	2395	2000	1543482.0	1641.0	435.52696233298803	111.497474683	50000	232.89572	279.5937450761043	230.44499329497614	235.34644670502388	0.008765313059334678
AR0306SR	84	91	1846	2000	1087348.0	1152.0	326.0741767205738	90.7401153702	50000	200.69424	237.1843465130496	198.61524495003943	202.7732350499606	0.008765313059334624
AR0307SR	320	267	14901	2000	13318547.0	13326.0	3849.440014430378	783.945309579	50000	4177.31042	3797.025911017651	4144.028299195525	4210.592540804475	0.008765313059334685
AR0308SR	112	118	4690	2000	4540528.0	4400.0	1250.4869332799924	148.39696962	50000	333.50088	675.2408675126421	327.582182405795	339.419577594205	0.00876531305933464
AR0309SR	120	118	3820	2000	2924949.0	3202.0	830.2850693284506	157.195959493	50000	429.79668	499.3188612309549	425.41999386488015	434.1733661351198	0.008765313059334713
AR0310SR	80	80	1884	2000	432790.0	729.0	145.43942373029398	69.1543289325	50000	38.65704	56.80549813564176	38.159122025349646	39.15495797465036	0.008765313059334742
AR0311SR	52	54	558	2000	83964.0	246.0	45.736852493366875	39.0710678119	50000	20.55676	18.41352270214475	20.395359708990537	20.718160291009465	0.008765313059334631
AR0312SR	52	54	562	2000	186128.0	297.0	61.358535706126496	43.0416305603	50000	30.41424	33.22810926342935	30.12298521993626	30.705494780063738	0.008765313059334723
AR0313SR	60	64	946	2000	760440.0	811.0	219.16170879056403	71.5269119346	50000	100.89298	134.28982287098157	99.71588766185324	102.07007233814674	0.008765313059334635
AR0314SR	64	70	1160	2000	497137.0	739.0	164.602115137534	62.6984848098	50000	51.5704	73.86919468790762	50.92291338311955	52.21788661688045	0.008765313059334638
AR0315SR	52	54	531	2000	350414.0	466.0	124.15607577158679	52.4558441227	50000	33.57508	52.43992222528176	33.115427664888244	34.034732335111755	0.008765313059334647
AR0316SR	64	70	1088	2000	480524.0	734.0	161.69300651543344	63.941125497	50000	48.05498	71.45224417189148	47.42867871104135	48.68128128895865	0.008765313059334678
AR0317SR	64	70	1228	2000	488009.0	756.0	158.65315464796154	63.2132034356	50000	49.39942	72.6847827517122	48.76231512453151	50.03652487546849	0.00876531305933469
AR0318SR	60	64	1092	2000	928942.0	942.0	274.3418837126406	92.5269119346	50000	175.4833	238.72727896306696	173.3907806640856	177.57581933591442	0.008765313059334676
AR0319SR	52	54	862	2000	263090.0	480.0	96.22245047284963	47.1126983722	50000	33.94594	43.92122695823057	33.56095669576102	34.33092330423898	0.008765313059334638
AR0325SR	52	54	739	2000	320086.0	456.0	117.39780726657547	48.2132034356	50000	31.84768	47.13893378745005	31.43449248806975	32.26086751193025	0.008765313059334706
AR0330SR	56	54	811	2000	263500.0	387.0	93.07154506077569	53.627416998	50000	48.45176	56.3505218511985	47.957830034917365	48.945689965082636	0.0087653130593347
AR0331SR	72	80	833	2000	672263.0	711.0	208.25026340379497	78.9116882454	50000	128.01906	145.89599328534146	126.74023594475139	129.2978840552486	0.008765313059334664
AR0332SR	56	59	973	2000	415344.0	690.0	133.14579759046097	58.0416305603	50000	37.70514	57.58856794173996	37.20035817335189	38.20992182664811	0.008765313059334631
AR0334SR	60	64	996	2000	313366.0	594.0	118.64455112224918	59.8700576851	50000	38.17472	51.57047481768613	37.72268864360445	38.62675135639555	0.008765313059334614
AR0335SR	52	54	562	2000	182884.0	299.0	61.66903303928155	43.627416998	50000	30.45078	33.209646450867254	30.15968705226833	30.741872947731675	0.008765313059334654
AR0400SR	240	256	24945	2000	23864451.0	23651.0	6820.572256097706	562.896536344	50000	4794.11532	5363.945638660155	4747.098657243891	4841.131982756109	0.008765313059334711
AR0401SR	52	59	1081	2000	641667.0	727.0	198.88875477952493	67.2842712475	50000	163.66962	175.86534311528123	162.12810521130726	165.21113478869276	0.008765313059334694
AR0402SR	56	59	1075	2000	613657.0	939.0	192.34115027146427	64.9705627485	50000	86.43376	101.69393557268988	85.54238081846957	87.32513918153045	0.00876531305933469
AR0403SR	56	59	1337	2000	429083.0	629.0	136.19036411490353	61.0416305603	50000	69.92564	81.98734067275508	69.20699529210098	70.64428470789902	0.008765313059334626
AR0404SR	204	251	9836	2000	7232893.0	7162.0	2084.1013888814887	339.386868352	50000	2126.00594	1952.6667070303413	2108.890205012339	2143.121674987661	0.008765313059334732
AR0405SR	176	176	9348	2000	7110928.0	7258.0	2062.4219720280325	272.948268172	50000	2016.8783	1902.421067032509	2000.2029837767866	2033.5536162232136	0.00876531305933469
AR0406SR	244	192	11506	2000	9000022.0	9380.0	2593.703595416986	370.215295477	50000	2090.14174	2144.9664610267855	2071.340437467327	2108.943042532673	0.008765313059334767
AR0407SR	52	54	576	2000	103555.0	235.0	51.02626768390963	41.9705627485	50000	21.83632	20.41584406429477	21.657368735405896	22.015271264594105	0.008765313059334735
AR0408SR	50	50	354	2000	181082.0	279.0	65.5221055751416	32.6568542495	50000	20.10748	28.06790494585586	19.861456026229924	20.353503973770074	0.008765313059334699
AR0409SR	52	54	576	2000	98476.0	245.0	51.1439376270541	42.3847763108	50000	21.8752	20.426961226770857	21.69615128999646	22.054248710003538	0.008765313059334716
AR0410SR	92	96	1865	2000	539352.0	858.0	170.59756160039333	86.3847763108	50000	73.17808	96.14602668604459	72.33532997668567	74.02083002331432	0.00876531305933464
AR0411SR	232	272	14098	2000	10616661.0	10590.0	3080.5717070488313	464.587878479	50000	3248.42108	2960.0827635611195	3222.4750278958463	3274.367132104154	0.008765313059334673
AR0412SR	160	160	7627	2000	3455517.0	3676.0	979.1235183457447	195.296464556	50000	489.68784	668.5995412174124	483.82735570990184	495.54832429009815	0.008765313059334675
AR0413SR	108	118	1014	2000	845788.0	935.0	257.92274378968597	144.911688245	50000	184.46794	169.6579301186844	182.980835129511	185.955044870489	0.00876531305933466
AR0414SR	280	320	22841	2000	18330008.0	19331.0	5203.189250448613	308.57568517	50000	1457.361	2680.0074879296512	1433.8698953669357	1480.8521046330645	0.00876531305933465
AR0415SR	52	54	558	2000	86402.0	217.0	45.468446190737595	38.6568542495	50000	20.41654	18.304198273303314	20.256097971834365	20.576982028165638	0.008765313059334671
AR0416SR	52	54	567	2000	214386.0	364.0	72.97951596852367	42.7989898732	50000	28.74442	34.53345477741259	28.441723457855602	29.0471165421444	0.008765313059334725
AR0417SR	52	54	833	2000	241820.0	485.0	88.05024077195928	51.6984848098	50000	41.58256	45.79126318247182	41.18118524282325	41.983934757176755	0.00876531305933473
AR0418SR	84	75	1428	2000	64212.0	597.0	59.37948100143685	58.7279220614	50000	20.48922	15.48092774324588	20.35352482188151	20.62491517811849	0.008765313059334635
AR0420SR	60	64	689	2000	97056.0	266.0	52.39812225643205	44.4558441227	50000	20.03028	18.77272604396069	19.86573117924756	20.19482882075244	0.00876531305933464
AR0500SR	320	320	29160	2000	26643926.0	27531.0	7512.322711494162	561.75440072	50000	3944.68682	4819.04764946543	3902.4463587045843	3986.9272812954155	0.00876531305933471
AR0501SR	56	54	811	2000	257501.0	393.0	91.08070734107197	52.8700576851	50000	48.54102	56.44153397418961	48.046292285167155	49.03574771483285	0.008765313059334714
AR0502SR	56	70	1090	2000	487778.0	700.0	158.85113055625385	65.3553390593	50000	66.4519	82.52809295258191	65.72851542908074	67.17528457091925	0.008765313059334657
AR0503SR	68	75	745	2000	386509.0	544.0	117.60729029167366	68.627416998	50000	72.52696	74.8252863219273	71.87109294063396	73.18282705936605	0.00876531305933467
AR0504SR	160	160	8189	2000	3992059.0	4578.0	1137.2894977224357	166.539105243	50000	657.09442	716.3759221420438	650.8151607742554	663.3736792257446	0.008765313059334662
AR0505SR	160	160	8665	2000	6471459.0	7892.0	1889.3009922534181	208.592929113	50000	821.64868	1101.2939940334995	811.9954933719314	831.3018666280686	0.008765313059334628
AR0506SR	68	70	1160	2000	418750.0	563.0	129.29829996948916	61.7989898732	50000	84.19038	88.6754774188197	83.41311167973808	84.96764832026193	0.00876531305933476
AR0507SR	52	54	739	2000	306968.0	456.0	113.70592220284747	47.7989898732	50000	31.61764	46.398762492445854	31.210940321187998	32.024339678812005	0.008765313059334676
AR0508SR	52	54	567	2000	206945.0	349.0	73.02730478218405	42.3847763108	50000	28.6225	34.290682025150794	28.321931437031452	28.923068562968545	0.008765313059334662
AR0509SR	72	75	1503	2000	1006119.0	1156.0	298.72929712324833	84.1837661841	50000	130.4988	165.08087363035128	129.0518144625215	131.94578553747849	0.008765313059334685
AR0510SR	128	118	4378	2000	2649828.0	3140.0	766.2936647291298	151.066017178	50000	376.38492	444.4769651585936	372.48894025272193	380.2808997472781	0.008765313059334735
AR0511SR	108	112	3526	2000	1775265.0	2146.0	523.475057136202	118.982756057	50000	270.44508	310.1394699547183	267.7266104537908	273.16354954620925	0.008765313059334702
AR0512SR	56	54	896	2000	137486.0	376.0	66.53046633685953	47.9705627485	50000	20.82998	22.580039707662163	20.632058883070133	21.027901116929865	0.008765313059334636
AR0513SR	80	80	2073	2000	1331151.0	1549.0	385.0108404964073	91.811183182	50000	117.4565	189.6149356663393	115.79446572815894	119.11853427184107	0.00876531305933466
AR0514SR	64	64	1134	2000	616368.0	796.0	190.63283595435493	66.6984848098	50000	93.9104	107.08856620498754	92.971735192138	94.84906480786199	0.008765313059334617
AR0515SR	64	64	1210	2000	506130.0	721.0	164.09787254867138	63.1126983722	50000	96.1532	108.86504420501561	95.19896380632473	97.10743619367527	0.008765313059334687
AR0516SR	244	187	7637	2000	5009984.0	5844.0	1443.7001980799198	261.622366364	50000	847.39724	928.0445841447395	839.2626386869513	855.5318413130487	0.008765313059334708
AR0517SR	52	80	1083	2000	81197.0	447.0	64.1263775505057	43.9705627485	50000	17.95548	16.217989331899314	17.813324246312956	18.097635753687047	0.008765313059334577
AR0526SR	72	80	833	2000	673976.0	729.0	208.9414795008401	79.1543289325	50000	128.24294	145.59071811127384	126.96679177722135	129.51908822277866	0.008765313059334652
AR0527SR	52	54	531	2000	351277.0	465.0	121.63783875813479	52.0416305603	50000	33.52948	52.41267986784877	33.07006645267962	33.98889354732038	0.00876531305933464
AR0528SR	52	54	562	2000	180188.0	318.0	60.74330550768537	43.627416998	50000	30.3028	32.99835862827119	30.013559056179005	30.592040943820997	0.008765313059334718
AR0529SR	60	64	903	2000	573189.0	769.0	167.70943345485966	62.6984848098	50000	79.44536	100.85714776093164	78.56131552560385	80.32940447439614	0.008765313059334747
AR0530SR	60	64	1092	2000	883786.0	942.0	270.1182399450285	93.7695526217	50000	174.13174	236.9295396200575	172.05497841222618	176.20850158777384	0.008765313059334626
AR0531SR	52	54	716	2000	175972.0	339.0	64.92214417284752	44.9705627485	50000	25.09248	28.393236649765733	24.843604391997026	25.34135560800297	0.008765313059334706
AR0600SR	192	214	2765	2000	2296583.0	2384.0	660.9806287083987	240.764501988	50000	429.37502	489.76554041704446	425.0820717125704	433.66796828742963	0.008765313059334675
AR0601SR	160	160	2882	2000	2142746.0	2126.0	612.1528051646909	235.965512115	50000	355.65902	472.4493994838385	351.51785310882946	359.80018689117054	0.008765313059334734
AR0602SR	308	299	23314	2000	20708448.0	20975.0	5940.680451330807	591.038671967	50000	5434.6249	4482.299886062956	5395.336138272838	5473.9136617271615	0.008765313059334624
AR0603SR	236	267	13765	2000	11282592.0	11882.0	3284.462529453487	589.624458405	50000	3122.35166	2780.7326031309167	3097.9776681992585	3146.725651800741	0.008765313059334754
AR0604SR	92	102	3277	2000	2631394.0	2904.0	761.7332480540679	171.539105243	50000	432.74924	530.9473013769091	428.09532068542245	437.4031593145775	0.008765313059334695
AR0605SR	80	86	3694	2000	712510.0	1439.0	238.7156613525807	82.1543289325	50000	82.43362	111.7049792699305	81.45449088641257	83.41274911358744	0.008765313059334694
AR0606SR	56	59	1490	2000	57521.0	418.0	40.306527259862015	47.2132034356	50000	19.7141	12.826396266683796	19.601672621299432	19.826527378700565	0.008765313059334777
AR0607SR	60	54	1730	2000	431003.0	903.0	145.46159629864508	61.5269119346	50000	51.9976	64.50603285150932	51.432184427840795	52.5630155721592	0.008765313059334631
AR0700SR	320	320	51586	2000	35211251.0	37990.0	9945.746476119815	520.428498912	50000	4786.88286	5582.483468287051	4737.950644751903	4835.815075248096	0.008765313059334657
AR0701SR	204	235	16142	2000	8537072.0	11501.0	2465.4542497689954	288.462986798	50000	1256.65788	1301.9415426023957	1245.2459547941369	1268.069805205863	0.008765313059334666
AR0702SR	80	86	1768	2000	930683.0	1230.0	277.9428338305379	86.2548339959	50000	147.35846	161.04183520572658	145.94687789877202	148.770042101228	0.008765313059334765
AR0703SR	50	50	354	2000	167495.0	279.0	66.2618875655531	32.4852813742	50000	19.89974	27.48387105071627	19.65883526615809	20.140644733841913	0.008765313059334624
AR0704SR	80	80	1649	2000	1368293.0	1417.0	392.6640663948638	104.497474683	50000	195.4917	249.93947189491698	193.3009022829563	197.68249771704373	0.008765313059334652
AR0705SR	100	86	2248	2000	2029366.0	2099.0	598.0009318646586	211.994949366	50000	573.19458	502.4719957954111	568.7902556533045	577.5989043466955	0.008765313059334704
AR0706SR	60	64	996	2000	311493.0	615.0	116.08128719888491	59.1126983722	50000	38.03796	50.83004700999597	37.59241872513668	38.483501274863315	0.00876531305933474
AR0707SR	56	59	974	2000	280655.0	601.0	107.15967172285477	55.3847763108	50000	35.48212	47.592552361746684	35.064956379256515	35.89928362074349	0.00876531305933467
AR0708SR	52	54	716	2000	167461.0	369.0	64.57755701286632	44.7989898732	50000	25.21402	28.396907145666408	24.965112218951376	25.462927781048627	0.00876531305933474
AR0709SR	80	80	2048	2000	907189.0	1307.0	276.498358168272	80.0832611207	50000	120.18722	158.21413909215445	118.80042354044414	121.57401645955585	0.00876531305933467
AR0710SR	52	54	564	2000	237299.0	429.0	85.8721704031638	43.2842712475	50000	31.01738	38.834534604338955	30.6769831466794	31.357776853320598	0.00876531305933472
AR0711SR	200	118	2638	2000	2150048.0	2155.0	618.3923385877287	237.367532368	50000	492.10376	511.4805282646275	487.6204730460067	496.58704695399337	0.008765313059334685
AR0712SR	64	64	1163	2000	610913.0	796.0	188.76638765349622	66.2842712475	50000	91.03954	107.34629037180746	90.09861615913286	91.98046384086715	0.008765313059334739
AR0713SR	60	64	903	2000	556663.0	829.0	168.9678922391766	61.5269119346	50000	78.95028	100.73451805573697	78.06731041336027	79.83324958663974	0.008765313059334633
